date,username,Lemma,TextBlob,vaderSentiment,SWN
2022-02-13 00:37:24,sebastianhm04,  el deporte favorito del covid e arruinar plane smile face tear,Positive,Neutral,Positive
2022-02-13 00:37:24,UsernamePass7,  je pense que c tait une tentative bidon de se servir du covid pour reporter le lections ou de se maintenir de force mais vu que le virus est devenu un rhume il ne peut plus trafiquer le lections il ont essay imposer le vote correspondance mais n pa march,Neutral,Neutral,Negative
2022-02-13 00:37:24,linus08150,  auf die fresse oder die fresse mit oder covid prien,Neutral,Negative,Neutral
2022-02-13 00:37:23,ATL_Test_Watch,  covid test available today cv lawrenceville highway decatur ga pm pm pm pm pm pm pm pm pm pm pm pm pm,Positive,Neutral,Positive
2022-02-13 00:37:23,FerPinke,  sem covid e sem petralhada,Neutral,Neutral,Positive
2022-02-13 00:37:22,seo_zoom,  china approves use pfizer covid drug paxlovid business recorder,Neutral,Neutral,Neutral
2022-02-13 00:37:22,medicionverdad,  le va pedir ximo puig todos el pasaporte covid ah que es sociata entonces todos callados como haya alguna propaganda electoral soterrada por parte del gremio subvencionado eso estar fuera de lugar,Negative,Neutral,Negative
2022-02-13 00:37:22,milabigiu,  seconda parte comunicato pfizer agli azionisti prevede utili netto calo causa dell insicurezza del siero covid e della fine della psicopandemia crolla la farsa e os cosa faranno tiranni togliete tutte le restrizioni e ridate le libert ai popoli,Positive,Neutral,Positive
2022-02-13 00:37:22,ElioAlmaguer2,  el desempe cuba en relaci n la vacunaci n anti covid se destaca tanto entre los pa ses en desarrollo como en el mundo en su conjunto reconoci un sitio especializado,Neutral,Neutral,Neutral
2022-02-13 00:37:22,jwitker,  vaccine overwhelmingly prevent progression covid pneumonia hyper immune inflammatory phase happen absence adaptive immunity cause vascular systemic disease,Positive,Neutral,Negative
2022-02-13 00:37:22,mybxvt,  s falan kalmad ba g kafesim bo az ok r yor umar covid perileri de ildir,Positive,Neutral,Neutral
2022-02-13 00:37:21,Christi67545687,  simple mask hurt one help million spread catch covid wear mask virus case decline dramatically stay ask mask surgery want nurse surgeon anesthesiologist wear glove amp mask,Neutral,Neutral,Negative
2022-02-13 00:37:21,showtacyan20,  face open mouth grin face sweat pout face pout face pout face cozy jolf,Negative,Neutral,Negative
2022-02-13 00:37:21,letteragi,  covid il bollettino della sicilia del febbraio scendono solo ricoveri nuovi casi casi provincia di caltanissetta,Neutral,Neutral,Neutral
2022-02-13 00:37:21,longcovidadvoc1,  come covid though yet dismiss longcovid diagnosis overlap still possibly consider covid issue dismiss amaze ignorance around young course talk stigmatize,Positive,Neutral,Positive
2022-02-13 00:37:21,Hippie_Amish,  vaccinate mandate hospital chest pain month afterwards bedside nurse see many cardiac side effect also see help keep severe covid patient ventilator think individual choice,Positive,Neutral,Negative
2022-02-13 00:37:21,pecaro1,  los del pa todav saben que el covid e un v el virus se llama sars cov este e el nivel su nica pretensi n e extender propaganda falaz pseudocient fica generadora de odio distanciamiento social claro le pagan para ello,Negative,Neutral,Positive
2022-02-13 00:37:21,unofficialmagna,  raise hand light skin tone continue red hot form amp run riot win today reserve soccer ball st team manager amp goalkeeper away covid thing could tricky boy deliver pitch clap hand light skin tone yellow heart black heart yellow heart black heart,Positive,Positive,Negative
2022-02-13 00:37:20,genabeeps,  still believe stop spread covid,Neutral,Neutral,Neutral
2022-02-13 00:37:20,lokeshmadan444,  effective method control covid case india,Positive,Neutral,Positive
2022-02-13 00:37:20,pacurro55,  blog de paqurro covid tesorillo continuum el descenso en contagios,Neutral,Neutral,Negative
2022-02-13 00:37:20,fckdatgoose7,  fuck covid hope get good homie,Positive,Neutral,Positive
2022-02-13 00:37:20,HonyoustMary,  tell gym believe drink disinfectant get rid covid drink pee must believe horse dewormer work among wait texas dead jfk son return,Negative,Negative,Negative
2022-02-13 00:37:19,nertz007,  people call reporters initial intent go parliament hear trudeau go hide day covid ya right call son wife gdaughter gson daughter bunch racist genie,Positive,Negative,Positive
2022-02-13 00:37:19,LlcSamgo1,  keep invisible virus touch face mask protection covid airborne aerosol without use n mask simplicity make unbelievable physic make tangible,Negative,Neutral,Positive
2022-02-13 00:37:18,CraftyMoni,  feeling tire know covid good night sleep woman shrug,Positive,Positive,Positive
2022-02-13 00:37:18,yeatsdf,  first hospital list picture specialize sure rehabilitation hospital would covid patient second four hospital list include child hospital military hospital tiny hospital less bed,Positive,Neutral,Positive
2022-02-13 00:37:17,eclipseborn,  number east thing manipulate case case case many die covid positive test result state faulty cdc ahh number afraid case number stupid,Negative,Negative,Negative
2022-02-13 00:37:17,GreyReylo,  one word enough enough body science experiment amp take chance covid immune system reason,Neutral,Neutral,Positive
2022-02-13 00:37:17,WalterGeeSpot,  right cohort covid vax,Positive,Neutral,Neutral
2022-02-13 00:37:17,SoaringEagles50,  covid vaccine hiv protein,Neutral,Neutral,Neutral
2022-02-13 00:37:17,DIVINEFXMININE,  also depend lft use nasal one thin line know anyone manage get early covid december rule day iso matter daily testing bit research guess,Negative,Neutral,Positive
2022-02-13 00:37:17,gnfsunshine,  bbh say arm hurt covid make really anxious arm ache rn lol,Positive,Negative,Negative
2022-02-13 00:37:16,ClimateRealists,  riot police fire tear gas use baton freedom convoy demonstrator bring paris halt protest covid rule soar energy price via,Neutral,Neutral,Positive
2022-02-13 00:37:16,esjay100,  crazy exists side dem crazy currently make covid policy,Negative,Negative,Negative
2022-02-13 00:37:16,fivekidsnadog,  hospital capacity issue unscientific decision fire unvaxed hospital fire turn around rehire vaxed worker get covid,Neutral,Negative,Positive
2022-02-13 00:37:16,RibSte,  podem fazer assim como todo mundo hj dia faz exame de covid ante de gravar que n garante que pessoas n correm risco novela pantanal ser parada mesmo com testes vacina e etc mostra isso teste n garante de seguran,Neutral,Neutral,Positive
2022-02-13 00:37:16,SWAMPROCKIN,  ever cough hard chest feel like ring yeah bad time even covid moai,Negative,Neutral,Negative
2022-02-13 00:37:15,BilalRaaid,  berlin wall abolish reduce height soon covid come end fan generate revenue nt keep animal zoo give respect deserve also increase player fan interaction pull crowd ground,Neutral,Positive,Positive
2022-02-13 00:37:15,Rosemarys_Dream,  give need dos avoid severe covid variant worth mention less eligible population rd dose,Positive,Neutral,Negative
2022-02-13 00:37:14,Atipico1996,  covid infection triplicate risk death following month survive short term risk also long term complication yet government public happy remove every safety measure,Positive,Neutral,Positive
2022-02-13 00:37:14,nacion,  espa dona costa rica un mill n de vacunas de pfizer contra covid,Neutral,Neutral,Positive
2022-02-13 00:37:14,daforerog,  long term cardiovascular outcome covid,Negative,Neutral,Neutral
2022-02-13 00:37:14,ItaliaNotizie24,  covid nuovi casi e decessi ore,Neutral,Neutral,Positive
2022-02-13 00:37:13,KissMyCarol,  great discussion,Positive,Positive,Neutral
2022-02-13 00:37:13,ATL_Test_Watch,  covid test available tomorrow cvs fairburn rd douglasville ga pm pm pm,Positive,Neutral,Positive
2022-02-13 00:37:13,molsjames,  watch find successful doctor treat covid,Positive,Positive,Positive
2022-02-13 00:37:13,Steveb34069341,  unbelievably ridiculous comment risk life anxiety sky high actually understand covid year old father recover cough day bad cold couple week ago grow,Negative,Negative,Negative
2022-02-13 00:37:12,Eda76266953,  normalde kalp hastalar evet ama asi veya covid sonras ru mu ben de bilmiyorum ilgin taraf baz hastalarda akut nemde cl ferritin cpk probnp de ksek gidiyor kalp ile alakas var bilemiyorum,Neutral,Neutral,Neutral
2022-02-13 00:37:12,RamonPV,  share short video convoy doctor press conference yesterday ottawa please share hrs conference short video give people idea discuss none covid measure work,Neutral,Positive,Positive
2022-02-13 00:37:12,SAMSARAGX66BLUE,  catch covid er visit still fatigue right thing thumb light skin tone,Positive,Neutral,Negative
2022-02-13 00:37:11,BabboChiquita,  inter ha giocato con la rosa al completo tutto l anno napoli e milan tra infortuni e covid sono state massacrate per mesi e sono solo punto os stanno recuperando dagli imfortuni l inter ha finito le cartucce sono stanchi senza turnover spiaze,Neutral,Positive,Positive
2022-02-13 00:37:11,FakeNewsCNN202,  nfl find cure covid virus face tear joy heard one nfl player coach anyone connect nfl test positive face tear joy odd money face tear joy go put ram bengal qb quarantine super bowl face tear joy,Positive,Positive,Positive
2022-02-13 00:37:10,jainebranquinho,  eu com sintomas de covid e meus pais aqui babi eles contra vacina n vacinaram cabe dura sou vacinada com dor corpo inteiro n posso nem chegar perto poca horr vel,Neutral,Neutral,Neutral
2022-02-13 00:37:10,WandBSports,  he covid protocol tf game face tear joy,Positive,Positive,Positive
2022-02-13 00:37:10,MsStarr7,  animal use drug human get point ivermectin use clearly skip mine veterinarian still use covid reason refer patient emergency care back hour animal die w policy,Positive,Neutral,Negative
2022-02-13 00:37:10,2Trlc0che,  ben un peut car la grippe est une fois par le covid entre et pic par an,Neutral,Neutral,Positive
2022-02-13 00:37:09,bigandtall44,  basically say well person symptom covid death bed suspect covid though test negative die test post mortem mark presumed positive admit nj health department,Negative,Negative,Positive
